id,name,index,type,gears,drive_types,torque,brand_id,concern_id
624ddd8d-04b9-49b9-add2-2f54de6b0137,TL-80NF,,2,8,"{2,3}",,2ea36124-2178-4c7d-b088-22819af17280,
be89b7d9-c145-45bb-aedb-c84e372a115e,TL-80SD,,2,8,{2},,2ea36124-2178-4c7d-b088-22819af17280,
f62113dc-ceb0-4de8-b29c-0b6817fd4dc2,TL-80SN,,2,8,"{2,3}",,2ea36124-2178-4c7d-b088-22819af17280,
d25af6d9-b5fc-4a26-a8e9-5abf07a6da6c,TR-80SD,,2,8,{3},,2ea36124-2178-4c7d-b088-22819af17280,
2be1d450-b920-4271-aba0-d2f93f6b9cbb,TR-81SD,,2,8,{3},,2ea36124-2178-4c7d-b088-22819af17280,
76f8b276-d765-4af7-aa87-95fec92147d6,TR-82SD,,2,8,{3},,2ea36124-2178-4c7d-b088-22819af17280,
380ac1d3-6e49-4004-8fc7-840d3eb22806,XA-10LN,,4,0,{1},,2ea36124-2178-4c7d-b088-22819af17280,
2a37cc53-ea6b-4a23-8b40-28b2e8ff3105,XA-11LN,,4,0,{1},,2ea36124-2178-4c7d-b088-22819af17280,
382e1659-97b5-4561-906d-f16ebc6ec9ba,XA-15LN,,4,0,{1},,2ea36124-2178-4c7d-b088-22819af17280,
4ed512bd-303b-47f0-8de4-083f1f34b0a6,XB-20LN,,4,0,"{1,3}",,2ea36124-2178-4c7d-b088-22819af17280,
3c8e248c-9517-4e3d-800f-2f8cb833d346,C510,,1,5,{1},,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
62d66264-514a-4575-ae6e-f99704804504,C514,,1,5,{1},,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
c09522a6-9b8e-4dff-ba56-bd2271431891,C530,,1,5,{1},,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
68342812-84b2-412d-b18f-2653cc11d710,F23,,1,5,"{1,3}",,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
85b9b555-d5ca-48e8-acd7-da59c10c956d,F17,,1,5,{1},,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
00578e11-5052-42d3-a18d-9c57644ba2dd,M20,,1,6,{1},,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
c4fff348-824a-4f82-b898-fb72085a4def,M32,,1,6,"{1,3}",,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
2df0930c-2bfa-4d2d-9b41-6b98894a7bf4,C635,,1,6,"{1,3}",,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
436832f6-5569-46b1-b0e7-70d6a4c5d06f,Selespeed,,3,5,{1},,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
1050a07d-dab8-481f-8382-c4b8837ce63c,Selespeed,,3,6,{1},,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
9f85ef70-3925-401a-92a7-4a0d63082fbb,C635 DDCT,,3,6,"{1,3}",,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
806b062a-b6ca-425b-9d31-022964c783ab,C725 DDCT,,3,7,{1},,b3b481bb-ccef-48aa-8a82-4c369f8d89c7,
f54a4b79-afc2-45f1-aed5-86cd510e6409,010,,2,3,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
a90ebf3d-c2a1-4479-9b10-da422aaf8168,087,,2,3,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
0046aa99-f387-4973-b262-ad023e12cdeb,089,,2,3,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
205eec6e-bce3-4ac4-888e-290e2cf85507,090,,2,3,{2},,,af3efd39-13ea-444a-8806-ad68a110224c
2625acce-232e-49a5-8d96-91321f3216e5,01М,,2,4,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
aab57331-bfc9-4e6a-b2aa-9ac556fc67c9,01N,,2,4,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
313648f3-3f34-4bca-b004-3e03b3a0701e,01P,,2,4,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
6c9cdae2-2f77-46f7-abf5-81bf8e630de3,4HP24,,2,4,"{1,2,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
27b10c0f-3099-4788-8fce-9f3f9eb29167,5HP24,,2,5,"{2,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
0cf37cae-5da4-4a24-ab87-2f6102775d77,5HP19,,2,5,"{1,2,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
ff1a4a22-ac9b-44e1-8032-40a670f80863,JF506E,,2,5,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
9225c069-f1c9-4dc0-9b74-30931f7819a0,AQ160,,2,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
31f1e85e-066e-4eda-9dc3-db626dd3f453,AQ250,,2,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
4207200d-2c04-4f08-a17a-72f1f36f1ef4,AQ260,,2,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
0a47008c-62ec-45cd-a970-bcf5149469e3,TF-61SN,,2,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
70adcf9a-7e81-4be9-93e6-18a7298b1306,TF-62SN,,2,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
e6576f34-733d-40e4-ae85-4560df9753c5,AL420,,2,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
65827351-7f97-4f3c-b83f-d5996722a40d,AL600,,2,6,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
3dfb948c-0f96-48cb-9823-82235e3865f1,AL651,,2,6,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
631a6a55-e3a5-4763-9108-1a5605756c20,AL750,,2,6,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
7f55e86d-276f-457a-b758-76f2d29dddf5,AL950,,2,6,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
a0f7c586-2c79-44d0-bc59-918179229481,AQ300,,2,8,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
d8d26477-a223-41ca-93b7-5bb1b4f4f8ab,AQ301,,2,8,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
91a6b91d-85a8-469d-b2bf-8f2e90968d2f,AQ450,,2,8,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
361d18dc-ba77-4935-8466-4b0859117ab5,AQ451,,2,8,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
70072021-d70b-4550-a73f-2aa6c8b8b880,AL450,,2,8,"{2,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
4b8e9a7e-a8f4-4b0a-9016-7f5cd12ec4fe,AL550,,2,8,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
79bd07c2-9af7-417e-9511-4d573c26eea1,AL551,,2,8,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
14608ebb-a66b-4035-8a1d-89ada7dda3b9,AL552,,2,8,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
553e6f3a-1e99-43b5-a7ad-d021eb923c25,AL951,,2,8,"{2,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
9b8f7510-ce8d-49b6-9e32-1cc78306f688,AL952,,2,8,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
fa9122cf-5323-4ffc-a5e0-256a90c9330a,AL1000,,2,8,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
143a25fc-630c-4e55-b50f-296e7ea4b62d,SQ100,,3,5,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
bfc991b8-5036-4280-8d36-c1a2f440c0a9,SQ150,,3,5,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
a368c808-ef8b-4527-af1f-4876f36f3047,DQ250,,3,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
22351055-849c-4687-a5ff-576c54d93146,DQ400e,,3,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
5acc3599-22da-4552-a7dd-a718b8510756,DQ200,,3,7,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
69ec04d8-cce1-4089-83a1-55ac62790357,DQ380,,3,7,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
1fcc7977-24ea-4fbf-83e8-f87b1c0df322,DQ381,,3,7,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
7caf3ccf-3512-4a59-85a5-3df78fbf4164,DQ500,,3,7,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
91288141-d293-41ac-8c65-393f144ecc65,DQ501,,3,7,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
18ccf1e6-65f5-4039-8dab-e85d3b62ebb2,DL382,,3,7,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
2eff0815-a008-404b-b43a-332632e2734d,DL501,,3,7,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
0c35d313-a734-4a6e-881c-e19a4c686a8a,DL800,,3,7,"{2,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
df6fc9ce-35b1-4486-85a8-3dece0755dfd,01J,,4,0,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
920af4f5-f8c4-4847-bd18-d41c018c919a,0AN,,4,0,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
470bfd0a-20b1-4be5-89ee-4231b27afd9c,0AW,,4,0,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
6ff85a3b-5744-46bf-8b2e-162e664d7918,MQ100,,1,5,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
698bfdc9-e9de-4ba4-ae65-580ea577296e,MQ150,,1,5,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
79704503-656b-49d7-8e5f-3b96e18eb11e,MQ200,,1,5,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
4288f371-c790-4678-bbda-5d6b8253dfb2,MQ250,,1,5,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
7dce2534-7ec8-4114-bf35-bdead09954ca,ML285,,1,5,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
dc3d191c-7cd3-4a00-8941-ee9073657dad,MQ281,,1,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
d9048104-63ef-4fd6-8164-d287421a442b,MQ350,,1,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
325c3389-a9ed-4a41-b6ce-1340319fcc35,MQ500,,1,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
5e1055be-30ca-485e-8785-6db3842918c5,ML310,,1,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
3bced905-f492-4c1c-8f35-50bab75fb3be,ML311,,1,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
4db6080e-7b1b-4b3b-a7fc-7d49ede8be18,ML322,,1,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
dc89bca6-987b-44c7-bd68-5b0cb2fc5171,ML350,,1,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
e2a299b1-aaa3-4694-8f22-bc4b40d14b7f,ML351,,1,6,{1},,,af3efd39-13ea-444a-8806-ad68a110224c
75dd6429-cf80-43cc-9810-9ca566b9ca22,ML402,,1,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
8a83f3e1-8b88-4cb4-8296-593a3c69e673,ML450,,1,6,"{1,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
cd1c9b95-bb70-4bc7-8d2e-67502406b670,ML451,,1,6,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
7d1c60b6-3b36-4bee-9aeb-50939e709603,ML390,,1,6,"{2,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
d81b25b8-e4ec-46a6-bd3a-2d739e259ae8,ML400,,1,6,{3},,,af3efd39-13ea-444a-8806-ad68a110224c
51f596bd-781f-4f7e-ae6a-821733aae1c3,ML410,,1,6,"{2,3}",,,af3efd39-13ea-444a-8806-ad68a110224c
f2478f41-2ea0-4224-853e-7dd146849ff4,3L30,,2,3,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
fa74313a-9e1e-497a-9382-e87537ab73c8,3Т40,,2,3,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
fabdcdd3-5a47-4647-bff3-0f013471d46c,4T40E,,2,4,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
7a3767a2-5d1c-4b60-894b-8d513d143b0e,4T45E,,2,4,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
371fef84-cb58-4bb3-982a-26f334db7d70,4Т60Е,,2,4,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
8d26d940-17a2-42a7-ac37-2aba7150de12,4Т65Е,,2,4,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
03e20a54-5ec8-4fac-8ea7-6a27394a0a8b,4Т80Е,,2,4,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
406d269e-63f6-48fc-9e2d-7bdddf3e85a6,4L30E,,2,4,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
99a334a3-0120-449b-bd76-a702dcd901f2,4L40E,,2,4,{2},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
e50c2d6b-bf7e-4813-bdeb-f6384fd32237,4L60E,,2,4,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
cf781124-dd9d-4ba9-9b0f-a6d5e338d443,4L65E,,2,4,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
ec762355-42e9-49ab-b9d4-be6fa66845cd,4L70E,,2,4,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
b8143f76-a22a-4c6d-9ca4-69ad8b1caef8,4L80E,,2,4,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
a0f5ba50-4e3c-4e42-9acd-d38fd23511b0,4L85E,,2,4,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
2962f5ba-2a32-4e84-baa1-4c53dc26dd85,5L40E,,2,5,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
78bb5dae-684f-4011-bba9-d072dd19a4aa,5L50E,,2,5,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
680f0344-ef80-4bc2-a533-59dac9491370,6Т30,,2,6,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
9f2871b6-df62-4f04-8fdc-9788da61e943,6T31,,2,6,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
a798e589-6d75-4271-b148-ab0af6727684,6Т35,,2,6,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
8afc9a91-2630-496a-8259-fe9f3f9b8089,6Т40,,2,6,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
7f4e3ece-34a6-4437-8a08-b17255c582bc,6Т45,,2,6,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
97ef89da-9428-4f18-bd73-c53bb8bb758d,6Т50,,2,6,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
8f328af9-3532-4e24-896b-d1c2aa1ece7f,6T70,,2,6,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
20671fd7-4bf5-4794-bd09-e4c37610dac1,6Т75,,2,6,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
5c85fc47-1ee1-4d6f-af12-2b3049a1f093,6T80,,2,6,{3},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
9fe13a04-84c8-4708-baf7-907c77b98471,6L45,,2,6,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
a0626c65-387b-4101-95aa-8fbb4b72e883,6L50,,2,6,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
03211519-b9fb-48b0-8793-bca7db725d81,6L80,,2,6,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
fc57a926-555a-4ccb-9d3e-0b2b6addd66d,6L90,,2,6,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
818f94b7-4479-4130-9d10-5c8862b4f44f,8L45,,2,8,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
be09484e-5933-4439-8923-9a2950bc77f2,8L90,,2,8,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
f57fa307-90e4-4fa0-8a65-38b04d7aa591,8T45,,2,8,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
72a0c3a1-4df5-47a2-984d-c98fd4e29027,8T65,,2,8,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
4aade49a-fb7d-47c7-9b34-686203146e80,9T45,,2,9,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
a6037675-29ae-4093-b6f0-514513552fd5,9T50,,2,9,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
4067ed4c-07cf-4135-a050-8921d7981f05,9T60,,2,9,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
1e533940-0655-418f-a984-90351985e392,9T65,,2,9,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
5ad26014-ddeb-4927-9994-14636df696a8,10L60,,2,10,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
56078756-adbb-46d2-a08a-32069e2ac534,10L80,,2,10,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
7ef855f8-a81a-49f2-89a5-011e1c206ce6,10L90,,2,10,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
f273b86b-8b40-49a5-857b-715e8dad8f4b,10L1000,,2,10,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
77994bf0-4ee5-495b-917f-9be68b577daf,VT20E,,4,0,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
a3b04f9f-4529-4008-bb7a-4b7297a9613e,VT25E,,4,0,"{1,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
81b8a348-0527-4e90-8102-fbbcf0ca21b4,VT40,,4,0,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
45242ee5-dcc1-439e-8267-f64df1628e1b,2ML70,,2,4,"{2,3}",,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
42f2c194-b979-4027-a45c-6c1526285cd7,4EL70,,2,0,{2},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
c326651d-c575-4cd9-81d0-e4235ade158a,4ET50,,2,0,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
5c4c7e68-cf28-49f0-8ed1-fece0d4c14a1,5ET50,,2,0,{1},,3dc03a68-a9ed-4d5b-a3dd-309273be62f4,
782f4bfa-eda6-41f0-9cbf-73a4581da4bd,AL4,,2,4,{1},,8e87916f-3123-462b-bf36-ebdddd1ae8c0,
